PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Has_Cabin,Title_Encoded,FamilySize,IsAlone,Age_Group_Encoded,Fare_Group_Encoded,Sex_Encoded,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Woman_or_Child,Sex_Pclass,Age_Fare,Title_Pclass,FamilySize_Pclass,High_Fare,Title_Pclass_Match,FamilyType,Age_Category,Fare_Quartile
394,1.0,1,23.0,1,0,113.275,1,2,2,0,3,4,1,1,0,0,1,0,0,0,1,2605.3250000000003,2,2,1,1,1,3,3
395,1.0,3,24.0,0,2,16.7,1,3,3,0,3,3,1,0,0,1,0,0,1,0,3,400.79999999999995,9,9,0,0,1,3,2
396,0.0,3,22.0,0,0,7.7958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,171.5076,3,3,0,0,0,3,0
397,0.0,3,31.0,0,0,7.8542,0,2,1,1,3,1,1,0,0,1,0,0,1,0,3,243.4802,6,3,0,0,0,3,0
398,0.0,2,46.0,0,0,26.0,0,1,1,1,3,3,0,0,0,1,0,1,0,1,0,1196.0,2,2,0,1,0,4,2
399,0.0,2,23.0,0,0,10.5,0,5,1,1,3,2,0,0,0,1,0,1,0,1,0,241.5,10,2,0,0,0,3,1
400,1.0,2,28.0,0,0,12.65,0,3,1,1,3,2,1,0,0,1,0,1,0,0,2,354.2,6,2,0,0,0,3,1
401,1.0,3,39.0,0,0,7.925,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,309.075,3,3,0,0,0,4,1
402,0.0,3,26.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,209.3,3,3,0,0,0,3,1
403,0.0,3,21.0,1,0,9.825,0,2,2,0,3,2,1,0,0,1,0,0,1,0,3,206.325,6,6,0,0,1,3,1
404,0.0,3,28.0,1,0,15.85,0,1,2,0,3,3,0,0,0,1,0,0,1,1,0,443.8,3,6,0,0,1,3,2
405,0.0,3,20.0,0,0,8.6625,0,2,1,1,3,2,1,0,0,1,0,0,1,0,3,173.25,6,3,0,0,0,3,1
406,0.0,2,34.0,1,0,21.0,0,1,2,0,3,3,0,0,0,1,0,1,0,1,0,714.0,2,4,0,1,1,3,2
407,0.0,3,51.0,0,0,7.75,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,395.25,3,3,0,0,0,4,0
408,1.0,2,3.0,1,1,18.75,0,4,3,0,1,3,0,0,0,1,0,1,0,1,0,56.25,8,6,0,0,1,0,2
409,0.0,3,21.0,0,0,7.775,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,163.275,3,3,0,0,0,3,0
410,0.0,3,22.0,3,1,25.4667,0,2,5,0,3,3,1,0,0,1,0,0,1,0,3,560.2674,6,15,0,0,2,3,2
411,0.0,3,25.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,197.395,3,3,0,0,0,3,0
412,0.0,3,25.0,0,0,6.8583,0,1,1,1,3,1,0,0,1,0,0,0,1,1,0,171.45749999999998,3,3,0,0,0,3,0
413,1.0,1,33.0,1,0,90.0,1,2,2,0,3,4,1,0,1,0,1,0,0,0,1,2970.0,2,2,1,1,1,3,3
414,0.0,2,29.5,0,0,0.0,0,1,1,1,3,1,0,0,0,1,0,1,0,1,0,0.0,2,2,0,1,0,3,0
415,1.0,3,44.0,0,0,7.925,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,348.7,3,3,0,0,0,4,1
416,0.0,3,22.0,0,0,8.05,0,3,1,1,3,2,1,0,0,1,0,0,1,0,3,177.10000000000002,9,3,0,0,0,3,1
417,1.0,2,34.0,1,1,32.5,0,3,3,0,3,4,1,0,0,1,0,1,0,0,2,1105.0,6,6,1,0,1,3,3
418,1.0,2,18.0,0,2,13.0,0,2,3,0,2,2,1,0,0,1,0,1,0,0,2,234.0,4,6,0,1,1,2,1
419,0.0,2,30.0,0,0,13.0,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,390.0,2,2,0,1,0,3,1
420,0.0,3,10.0,0,2,24.15,0,2,3,0,1,3,1,0,0,1,0,0,1,1,3,241.5,6,9,0,0,1,1,2
421,0.0,3,25.0,0,0,7.8958,0,1,1,1,3,1,0,1,0,0,0,0,1,1,0,197.395,3,3,0,0,0,3,0
422,0.0,3,21.0,0,0,7.7333,0,1,1,1,3,1,0,0,1,0,0,0,1,1,0,162.39929999999998,3,3,0,0,0,3,0
423,0.0,3,29.0,0,0,7.875,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,228.375,3,3,0,0,0,3,0
424,0.0,3,28.0,1,1,14.4,0,3,3,0,3,2,1,0,0,1,0,0,1,0,3,403.2,9,9,0,0,1,3,1
425,0.0,3,18.0,1,1,20.2125,0,1,3,0,2,3,0,0,0,1,0,0,1,1,0,363.825,3,9,0,0,1,2,2
426,0.0,3,25.0,0,0,7.25,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,181.25,3,3,0,0,0,3,0
427,1.0,2,28.0,1,0,26.0,0,3,2,0,3,3,1,0,0,1,0,1,0,0,2,728.0,6,4,0,0,1,3,2
428,1.0,2,19.0,0,0,26.0,0,2,1,1,3,3,1,0,0,1,0,1,0,0,2,494.0,4,2,0,1,0,3,2
429,0.0,3,25.0,0,0,7.75,0,1,1,1,3,1,0,0,1,0,0,0,1,1,0,193.75,3,3,0,0,0,3,0
430,1.0,3,32.0,0,0,8.05,1,1,1,1,3,2,0,0,0,1,0,0,1,1,0,257.6,3,3,0,0,0,3,1
431,1.0,1,28.0,0,0,26.55,1,1,1,1,3,3,0,0,0,1,1,0,0,1,0,743.4,1,1,0,1,0,3,2
432,1.0,3,22.0,1,0,16.1,0,3,2,0,3,3,1,0,0,1,0,0,1,0,3,354.20000000000005,9,6,0,0,1,3,2
433,1.0,2,42.0,1,0,26.0,0,3,2,0,3,3,1,0,0,1,0,1,0,0,2,1092.0,6,4,0,0,1,4,2
434,0.0,3,17.0,0,0,7.125,0,1,1,1,2,1,0,0,0,1,0,0,1,1,0,121.125,3,3,0,0,0,2,0
435,0.0,1,50.0,1,0,55.9,1,1,2,0,3,4,0,0,0,1,1,0,0,1,0,2795.0,1,2,1,1,1,4,3
436,1.0,1,14.0,1,2,120.0,1,2,4,0,2,4,1,0,0,1,1,0,0,1,1,1680.0,2,4,1,1,1,2,3
437,0.0,3,21.0,2,2,34.375,0,2,5,0,3,4,1,0,0,1,0,0,1,0,3,721.875,6,15,1,0,2,3,3
438,1.0,2,24.0,2,3,18.75,0,3,6,0,3,3,1,0,0,1,0,1,0,0,2,450.0,6,12,0,0,2,3,2
439,0.0,1,64.0,1,4,133.65,1,1,6,0,4,4,0,0,0,1,1,0,0,1,0,8553.6,1,6,1,1,2,5,3
440,0.0,2,31.0,0,0,10.5,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,325.5,2,2,0,1,0,3,1
441,1.0,2,45.0,1,1,26.25,0,3,3,0,3,3,1,0,0,1,0,1,0,0,2,1181.25,6,6,0,0,1,4,2
442,0.0,3,20.0,0,0,9.5,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,190.0,3,3,0,0,0,3,1
443,0.0,3,25.0,1,0,7.775,0,1,2,0,3,1,0,0,0,1,0,0,1,1,0,194.375,3,6,0,0,1,3,0
444,1.0,2,28.0,0,0,13.0,0,5,1,1,3,2,1,0,0,1,0,1,0,0,2,364.0,10,2,0,0,0,3,1
445,1.0,3,25.0,0,0,8.1125,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,202.81250000000003,3,3,0,0,0,3,1
446,1.0,1,4.0,0,2,81.8583,1,4,3,0,1,4,0,0,0,1,1,0,0,1,0,327.4332,4,3,1,0,1,0,3
447,1.0,2,13.0,0,1,19.5,0,2,2,0,2,3,1,0,0,1,0,1,0,1,2,253.5,4,4,0,1,1,2,2
448,1.0,1,34.0,0,0,26.55,0,1,1,1,3,3,0,0,0,1,1,0,0,1,0,902.7,1,1,0,1,0,3,2
449,1.0,3,5.0,2,1,19.2583,0,2,4,0,1,3,1,1,0,0,0,0,1,1,3,96.29149999999998,6,12,0,0,1,0,2
450,1.0,1,52.0,0,0,30.5,1,5,1,1,3,3,0,0,0,1,1,0,0,1,0,1586.0,5,1,0,0,0,4,2
451,0.0,2,36.0,1,2,27.75,0,1,4,0,3,3,0,0,0,1,0,1,0,1,0,999.0,2,8,0,1,1,4,2
452,0.0,3,25.0,1,0,19.9667,0,1,2,0,3,3,0,0,0,1,0,0,1,1,0,499.16749999999996,3,6,0,0,1,3,2
453,0.0,1,30.0,0,0,27.75,1,1,1,1,3,3,0,1,0,0,1,0,0,1,0,832.5,1,1,0,1,0,3,2
454,1.0,1,49.0,1,0,89.1042,1,1,2,0,3,4,0,1,0,0,1,0,0,1,0,4366.1058,1,2,1,1,1,4,3
455,0.0,3,25.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,201.25000000000003,3,3,0,0,0,3,1
456,1.0,3,29.0,0,0,7.8958,0,1,1,1,3,1,0,1,0,0,0,0,1,1,0,228.97820000000002,3,3,0,0,0,3,0
457,0.0,1,65.0,0,0,26.55,1,1,1,1,4,3,0,0,0,1,1,0,0,1,0,1725.75,1,1,0,1,0,5,2
458,1.0,1,36.0,1,0,51.8625,1,3,2,0,3,4,1,0,0,1,1,0,0,0,1,1867.05,3,2,1,1,1,4,3
459,1.0,2,50.0,0,0,10.5,0,2,1,1,3,2,1,0,0,1,0,1,0,0,2,525.0,4,2,0,1,0,4,1
460,0.0,3,25.0,0,0,7.75,0,1,1,1,3,1,0,0,1,0,0,0,1,1,0,193.75,3,3,0,0,0,3,0
461,1.0,1,48.0,0,0,26.55,1,1,1,1,3,3,0,0,0,1,1,0,0,1,0,1274.4,1,1,0,1,0,4,2
462,0.0,3,34.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,273.70000000000005,3,3,0,0,0,3,1
463,0.0,1,47.0,0,0,38.5,1,1,1,1,3,4,0,0,0,1,1,0,0,1,0,1809.5,1,1,1,1,0,4,3
464,0.0,2,48.0,0,0,13.0,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,624.0,2,2,0,1,0,4,1
465,0.0,3,25.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,201.25000000000003,3,3,0,0,0,3,1
466,0.0,3,38.0,0,0,7.05,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,267.9,3,3,0,0,0,4,0
467,0.0,2,29.5,0,0,0.0,0,1,1,1,3,1,0,0,0,1,0,1,0,1,0,0.0,2,2,0,1,0,3,0
468,0.0,1,56.0,0,0,26.55,0,1,1,1,3,3,0,0,0,1,1,0,0,1,0,1486.8,1,1,0,1,0,4,2
469,0.0,3,25.0,0,0,7.725,0,1,1,1,3,1,0,0,1,0,0,0,1,1,0,193.125,3,3,0,0,0,3,0
470,1.0,3,0.75,2,1,19.2583,0,2,4,0,1,3,1,1,0,0,0,0,1,1,3,14.443724999999999,6,12,0,0,1,0,2
471,0.0,3,25.0,0,0,7.25,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,181.25,3,3,0,0,0,3,0
472,0.0,3,38.0,0,0,8.6625,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,329.175,3,3,0,0,0,4,1
473,1.0,2,33.0,1,2,27.75,0,3,4,0,3,3,1,0,0,1,0,1,0,0,2,915.75,6,8,0,0,1,3,2
474,1.0,2,23.0,0,0,13.7917,1,3,1,1,3,2,1,1,0,0,0,1,0,0,2,317.20910000000003,6,2,0,0,0,3,1
475,0.0,3,22.0,0,0,9.8375,0,2,1,1,3,2,1,0,0,1,0,0,1,0,3,216.425,6,3,0,0,0,3,1
476,0.0,1,42.0,0,0,52.0,1,1,1,1,3,4,0,0,0,1,1,0,0,1,0,2184.0,1,1,1,1,0,4,3
477,0.0,2,34.0,1,0,21.0,0,1,2,0,3,3,0,0,0,1,0,1,0,1,0,714.0,2,4,0,1,1,3,2
478,0.0,3,29.0,1,0,7.0458,0,1,2,0,3,1,0,0,0,1,0,0,1,1,0,204.32819999999998,3,6,0,0,1,3,0
479,0.0,3,22.0,0,0,7.5208,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,165.4576,3,3,0,0,0,3,0
480,1.0,3,2.0,0,1,12.2875,0,2,2,0,1,2,1,0,0,1,0,0,1,1,3,24.575,6,6,0,0,1,0,1
481,0.0,3,9.0,5,2,46.9,0,4,8,0,1,4,0,0,0,1,0,0,1,1,0,422.09999999999997,12,24,1,0,2,1,3
482,0.0,2,29.5,0,0,0.0,0,1,1,1,3,1,0,0,0,1,0,1,0,1,0,0.0,2,2,0,1,0,3,0
483,0.0,3,50.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,402.50000000000006,3,3,0,0,0,4,1
484,1.0,3,63.0,0,0,9.5875,0,3,1,1,4,2,1,0,0,1,0,0,1,0,3,604.0125,9,3,0,0,0,5,1
485,1.0,1,25.0,1,0,91.0792,1,1,2,0,3,4,0,1,0,0,1,0,0,1,0,2276.98,1,2,1,1,1,3,3
486,0.0,3,22.0,3,1,25.4667,0,2,5,0,3,3,1,0,0,1,0,0,1,0,3,560.2674,6,15,0,0,2,3,2
487,1.0,1,35.0,1,0,90.0,1,3,2,0,3,4,1,0,0,1,1,0,0,0,1,3150.0,3,2,1,1,1,3,3
488,0.0,1,58.0,0,0,29.7,1,1,1,1,3,3,0,1,0,0,1,0,0,1,0,1722.6,1,1,0,1,0,4,2
489,0.0,3,30.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,241.50000000000003,3,3,0,0,0,3,1
490,1.0,3,9.0,1,1,15.9,0,4,3,0,1,3,0,0,0,1,0,0,1,1,0,143.1,12,9,0,0,1,1,2
491,0.0,3,25.0,1,0,19.9667,0,1,2,0,3,3,0,0,0,1,0,0,1,1,0,499.16749999999996,3,6,0,0,1,3,2
492,0.0,3,21.0,0,0,7.25,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,152.25,3,3,0,0,0,3,0
493,0.0,1,55.0,0,0,30.5,1,1,1,1,3,3,0,0,0,1,1,0,0,1,0,1677.5,1,1,0,1,0,4,2
494,0.0,1,71.0,0,0,49.5042,0,1,1,1,4,4,0,1,0,0,1,0,0,1,0,3514.7981999999997,1,1,1,1,0,5,3
495,0.0,3,21.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,169.05,3,3,0,0,0,3,1
496,0.0,3,25.0,0,0,14.4583,0,1,1,1,3,3,0,1,0,0,0,0,1,1,0,361.4575,3,3,0,0,0,3,2
497,1.0,1,54.0,1,0,78.2667,1,2,2,0,3,4,1,1,0,0,1,0,0,0,1,4226.4018,2,2,1,1,1,4,3
498,0.0,3,25.0,0,0,15.1,0,1,1,1,3,3,0,0,0,1,0,0,1,1,0,377.5,3,3,0,0,0,3,2
499,0.0,1,25.0,1,2,133.65,1,3,4,0,3,4,1,0,0,1,1,0,0,0,1,3341.25,3,4,1,1,1,3,3
500,0.0,3,24.0,0,0,7.7958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,187.0992,3,3,0,0,0,3,0
501,0.0,3,17.0,0,0,8.6625,0,1,1,1,2,2,0,0,0,1,0,0,1,1,0,147.2625,3,3,0,0,0,2,1
502,0.0,3,21.0,0,0,7.75,0,2,1,1,3,1,1,0,1,0,0,0,1,0,3,162.75,6,3,0,0,0,3,0
503,0.0,3,22.0,0,0,7.6292,0,2,1,1,3,1,1,0,1,0,0,0,1,0,3,167.8424,6,3,0,0,0,3,0
504,0.0,3,37.0,0,0,9.5875,0,2,1,1,3,2,1,0,0,1,0,0,1,0,3,354.7375,6,3,0,0,0,4,1
505,1.0,1,16.0,0,0,86.5,1,2,1,1,2,4,1,0,0,1,1,0,0,1,1,1384.0,2,1,1,1,0,2,3
506,0.0,1,18.0,1,0,108.9,1,1,2,0,2,4,0,1,0,0,1,0,0,1,0,1960.2,1,2,1,1,1,2,3
507,1.0,2,33.0,0,2,26.0,0,3,3,0,3,3,1,0,0,1,0,1,0,0,2,858.0,6,6,0,0,1,3,2
508,1.0,1,42.0,0,0,26.55,0,1,1,1,3,3,0,0,0,1,1,0,0,1,0,1115.1000000000001,1,1,0,1,0,4,2
509,0.0,3,28.0,0,0,22.525,0,1,1,1,3,3,0,0,0,1,0,0,1,1,0,630.6999999999999,3,3,0,0,0,3,2
510,1.0,3,26.0,0,0,56.4958,0,1,1,1,3,4,0,0,0,1,0,0,1,1,0,1468.8908000000001,3,3,1,0,0,3,3
511,1.0,3,29.0,0,0,7.75,0,1,1,1,3,1,0,0,1,0,0,0,1,1,0,224.75,3,3,0,0,0,3,0
512,0.0,3,25.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,201.25000000000003,3,3,0,0,0,3,1
513,1.0,1,36.0,0,0,26.2875,1,1,1,1,3,3,0,0,0,1,1,0,0,1,0,946.35,1,1,0,1,0,4,2
514,1.0,1,54.0,1,0,59.4,0,3,2,0,3,4,1,1,0,0,1,0,0,0,1,3207.6,3,2,1,1,1,4,3
515,0.0,3,24.0,0,0,7.4958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,179.8992,3,3,0,0,0,3,0
516,0.0,1,47.0,0,0,34.0208,1,1,1,1,3,4,0,0,0,1,1,0,0,1,0,1598.9776000000002,1,1,1,1,0,4,3
517,1.0,2,34.0,0,0,10.5,1,3,1,1,3,2,1,0,0,1,0,1,0,0,2,357.0,6,2,0,0,0,3,1
518,0.0,3,25.0,0,0,24.15,0,1,1,1,3,3,0,0,1,0,0,0,1,1,0,603.75,3,3,0,0,0,3,2
519,1.0,2,36.0,1,0,26.0,0,3,2,0,3,3,1,0,0,1,0,1,0,0,2,936.0,6,4,0,0,1,4,2
520,0.0,3,32.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,252.6656,3,3,0,0,0,3,0
521,1.0,1,30.0,0,0,93.5,1,2,1,1,3,4,1,0,0,1,1,0,0,0,1,2805.0,2,1,1,1,0,3,3
522,0.0,3,22.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,173.7076,3,3,0,0,0,3,0
523,0.0,3,25.0,0,0,7.225,0,1,1,1,3,1,0,1,0,0,0,0,1,1,0,180.625,3,3,0,0,0,3,0
524,1.0,1,44.0,0,1,57.9792,1,3,2,0,3,4,1,1,0,0,1,0,0,0,1,2551.0848,3,2,1,1,1,4,3
525,0.0,3,25.0,0,0,7.2292,0,1,1,1,3,1,0,1,0,0,0,0,1,1,0,180.73,3,3,0,0,0,3,0
526,0.0,3,40.5,0,0,7.75,0,1,1,1,3,1,0,0,1,0,0,0,1,1,0,313.875,3,3,0,0,0,4,0
527,1.0,2,50.0,0,0,10.5,0,2,1,1,3,2,1,0,0,1,0,1,0,0,2,525.0,4,2,0,1,0,4,1
528,0.0,1,42.0,0,0,133.65,1,1,1,1,3,4,0,0,0,1,1,0,0,1,0,5613.3,1,1,1,1,0,4,3
529,0.0,3,39.0,0,0,7.925,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,309.075,3,3,0,0,0,4,1
530,0.0,2,23.0,2,1,11.5,0,1,4,0,3,2,0,0,0,1,0,1,0,1,0,264.5,2,8,0,1,1,3,1
531,1.0,2,2.0,1,1,26.0,0,2,3,0,1,3,1,0,0,1,0,1,0,1,2,52.0,4,6,0,1,1,0,2
532,0.0,3,25.0,0,0,7.2292,0,1,1,1,3,1,0,1,0,0,0,0,1,1,0,180.73,3,3,0,0,0,3,0
533,0.0,3,17.0,1,1,7.2292,0,1,3,0,2,1,0,1,0,0,0,0,1,1,0,122.8964,3,9,0,0,1,2,0
534,1.0,3,22.0,0,2,22.3583,0,3,3,0,3,3,1,1,0,0,0,0,1,0,3,491.8826,9,9,0,0,1,3,2
535,0.0,3,30.0,0,0,8.6625,0,2,1,1,3,2,1,0,0,1,0,0,1,0,3,259.875,6,3,0,0,0,3,1
536,1.0,2,7.0,0,2,26.25,0,2,3,0,1,3,1,0,0,1,0,1,0,1,2,183.75,4,6,0,1,1,1,2
537,0.0,1,45.0,0,0,26.55,1,5,1,1,3,3,0,0,0,1,1,0,0,1,0,1194.75,5,1,0,0,0,4,2
538,1.0,1,30.0,0,0,106.425,0,2,1,1,3,4,1,1,0,0,1,0,0,0,1,3192.75,2,1,1,1,0,3,3
539,0.0,3,25.0,0,0,14.5,0,1,1,1,3,3,0,0,0,1,0,0,1,1,0,362.5,3,3,0,0,0,3,2
540,1.0,1,22.0,0,2,49.5,1,2,3,0,3,4,1,1,0,0,1,0,0,0,1,1089.0,2,3,1,1,1,3,3
541,1.0,1,36.0,0,2,71.0,1,2,3,0,3,4,1,0,0,1,1,0,0,0,1,2556.0,2,3,1,1,1,4,3
542,0.0,3,9.0,4,2,31.275,0,2,7,0,1,3,1,0,0,1,0,0,1,1,3,281.47499999999997,6,21,1,0,2,1,3
543,0.0,3,11.0,4,2,31.275,0,2,7,0,1,3,1,0,0,1,0,0,1,1,3,344.025,6,21,1,0,2,1,3
544,1.0,2,32.0,1,0,26.0,0,1,2,0,3,3,0,0,0,1,0,1,0,1,0,832.0,2,4,0,1,1,3,2
545,0.0,1,50.0,1,0,106.425,1,1,2,0,3,4,0,1,0,0,1,0,0,1,0,5321.25,1,2,1,1,1,4,3
546,0.0,1,64.0,0,0,26.0,0,1,1,1,4,3,0,0,0,1,1,0,0,1,0,1664.0,1,1,0,1,0,5,2
547,1.0,2,19.0,1,0,26.0,0,3,2,0,3,3,1,0,0,1,0,1,0,0,2,494.0,6,4,0,0,1,3,2
548,1.0,2,29.5,0,0,13.8625,0,1,1,1,3,2,0,1,0,0,0,1,0,1,0,408.94375,2,2,0,1,0,3,1
549,0.0,3,33.0,1,1,20.525,0,1,3,0,3,3,0,0,0,1,0,0,1,1,0,677.3249999999999,3,9,0,0,1,3,2
550,1.0,2,8.0,1,1,36.75,0,4,3,0,1,4,0,0,0,1,0,1,0,1,0,294.0,8,6,1,0,1,1,3
551,1.0,1,17.0,0,2,110.8833,1,1,3,0,2,4,0,1,0,0,1,0,0,1,0,1885.0161,1,3,1,1,1,2,3
552,0.0,2,27.0,0,0,26.0,0,1,1,1,3,3,0,0,0,1,0,1,0,1,0,702.0,2,2,0,1,0,3,2
553,0.0,3,25.0,0,0,7.8292,0,1,1,1,3,1,0,0,1,0,0,0,1,1,0,195.73000000000002,3,3,0,0,0,3,0
554,1.0,3,22.0,0,0,7.225,0,1,1,1,3,1,0,1,0,0,0,0,1,1,0,158.95,3,3,0,0,0,3,0
555,1.0,3,22.0,0,0,7.775,0,2,1,1,3,1,1,0,0,1,0,0,1,0,3,171.05,6,3,0,0,0,3,0
556,0.0,1,62.0,0,0,26.55,0,1,1,1,4,3,0,0,0,1,1,0,0,1,0,1646.1000000000001,1,1,0,1,0,5,2
557,1.0,1,48.0,1,0,39.6,1,5,2,0,3,4,1,1,0,0,1,0,0,0,1,1900.8000000000002,5,2,1,0,1,4,3
558,0.0,1,42.0,0,0,133.65,0,1,1,1,3,4,0,1,0,0,1,0,0,1,0,5613.3,1,1,1,1,0,4,3
559,1.0,1,39.0,1,1,79.65,1,3,3,0,3,4,1,0,0,1,1,0,0,0,1,3106.3500000000004,3,3,1,1,1,4,3
560,1.0,3,36.0,1,0,17.4,0,3,2,0,3,3,1,0,0,1,0,0,1,0,3,626.4,9,6,0,0,1,4,2
561,0.0,3,25.0,0,0,7.75,0,1,1,1,3,1,0,0,1,0,0,0,1,1,0,193.75,3,3,0,0,0,3,0
562,0.0,3,40.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,315.832,3,3,0,0,0,4,0
563,0.0,2,28.0,0,0,13.5,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,378.0,2,2,0,1,0,3,1
564,0.0,3,25.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,201.25000000000003,3,3,0,0,0,3,1
565,0.0,3,22.0,0,0,8.05,0,2,1,1,3,2,1,0,0,1,0,0,1,0,3,177.10000000000002,6,3,0,0,0,3,1
566,0.0,3,24.0,2,0,24.15,0,1,3,0,3,3,0,0,0,1,0,0,1,1,0,579.5999999999999,3,9,0,0,1,3,2
567,0.0,3,19.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,150.02020000000002,3,3,0,0,0,3,0
568,0.0,3,29.0,0,4,21.075,0,3,5,0,3,3,1,0,0,1,0,0,1,0,3,611.175,9,15,0,0,2,3,2
569,0.0,3,25.0,0,0,7.2292,0,1,1,1,3,1,0,1,0,0,0,0,1,1,0,180.73,3,3,0,0,0,3,0
570,1.0,3,32.0,0,0,7.8542,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,251.3344,3,3,0,0,0,3,0
571,1.0,2,62.0,0,0,10.5,0,1,1,1,4,2,0,0,0,1,0,1,0,1,0,651.0,2,2,0,1,0,5,1
572,1.0,1,53.0,2,0,51.4792,1,3,3,0,3,4,1,0,0,1,1,0,0,0,1,2728.3976,3,3,1,1,1,4,3
573,1.0,1,36.0,0,0,26.3875,1,1,1,1,3,3,0,0,0,1,1,0,0,1,0,949.9499999999999,1,1,0,1,0,4,2
574,1.0,3,22.0,0,0,7.75,0,2,1,1,3,1,1,0,1,0,0,0,1,0,3,170.5,6,3,0,0,0,3,0
575,0.0,3,16.0,0,0,8.05,0,1,1,1,2,2,0,0,0,1,0,0,1,1,0,128.8,3,3,0,0,0,2,1
576,0.0,3,19.0,0,0,14.5,0,1,1,1,3,3,0,0,0,1,0,0,1,1,0,275.5,3,3,0,0,0,3,2
577,1.0,2,34.0,0,0,13.0,0,2,1,1,3,2,1,0,0,1,0,1,0,0,2,442.0,4,2,0,1,0,3,1
578,1.0,1,39.0,1,0,55.9,1,3,2,0,3,4,1,0,0,1,1,0,0,0,1,2180.1,3,2,1,1,1,4,3
579,0.0,3,22.0,1,0,14.4583,0,3,2,0,3,3,1,1,0,0,0,0,1,0,3,318.0826,9,6,0,0,1,3,2
580,1.0,3,32.0,0,0,7.925,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,253.6,3,3,0,0,0,3,1
581,1.0,2,25.0,1,1,30.0,0,2,3,0,3,3,1,0,0,1,0,1,0,0,2,750.0,4,6,0,1,1,3,2
582,1.0,1,39.0,1,1,110.8833,1,3,3,0,3,4,1,1,0,0,1,0,0,0,1,4324.4487,3,3,1,1,1,4,3
583,0.0,2,54.0,0,0,26.0,0,1,1,1,3,3,0,0,0,1,0,1,0,1,0,1404.0,2,2,0,1,0,4,2
584,0.0,1,36.0,0,0,40.125,1,1,1,1,3,4,0,1,0,0,1,0,0,1,0,1444.5,1,1,1,1,0,4,3
585,0.0,3,25.0,0,0,8.7125,0,1,1,1,3,2,0,1,0,0,0,0,1,1,0,217.8125,3,3,0,0,0,3,1
586,1.0,1,18.0,0,2,79.65,1,2,3,0,2,4,1,0,0,1,1,0,0,0,1,1433.7,2,3,1,1,1,2,3
587,0.0,2,47.0,0,0,15.0,0,1,1,1,3,3,0,0,0,1,0,1,0,1,0,705.0,2,2,0,1,0,4,2
588,1.0,1,60.0,1,1,79.2,1,1,3,0,3,4,0,1,0,0,1,0,0,1,0,4752.0,1,3,1,1,1,4,3
589,0.0,3,22.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,177.10000000000002,3,3,0,0,0,3,1
590,0.0,3,25.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,201.25000000000003,3,3,0,0,0,3,1
591,0.0,3,35.0,0,0,7.125,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,249.375,3,3,0,0,0,3,0
